39, Male, White, Bachelors, Never-married, United-States, State-gov, Adm-clerical, <=50K
19, Female, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
20, Male, White, Some-college, Never-married, United-States, Private, Sales, <=50K
59, Female, White, HS-grad, Widowed, Germany, Federal-gov, Sales, <=50K
40, Male, White, Bachelors, Never-married, United-States, Private, Other-service, <=50K
56, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, <=50K
33, Male, White, Masters, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
30, Female, White, Some-college, Never-married, United-States, Self-emp-inc, Exec-managerial, <=50K
46, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
61, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, >50K
50, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, >50K
25, Male, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
40, Female, White, Some-college, Divorced, United-States, Private, Adm-clerical, <=50K
51, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
43, Male, White, HS-grad, Married-civ-spouse, United-States, State-gov, Protective-serv, <=50K
34, Male, White, Some-college, Married-civ-spouse, Mexico, Private, Farming-fishing, <=50K
46, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
28, Female, White, Masters, Married-civ-spouse, United-States, State-gov, Prof-specialty, >50K
20, Male, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
44, Male, White, Assoc-voc, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
51, Male, White, HS-grad, Widowed, United-States, Private, Transport-moving, <=50K
33, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, >50K
54, Male, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Tech-support, >50K
50, Female, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
33, Female, Black, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
65, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Adm-clerical, >50K
88, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-not-inc, Prof-specialty, <=50K
40, Male, White, HS-grad, Divorced, United-States, Private, Transport-moving, <=50K
51, Female, White, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
50, Female, Black, 11th, Divorced, United-States, Private, Other-service, <=50K
25, Male, White, Masters, Married-civ-spouse, United-States, Private, Farming-fishing, >50K
20, Male, White, Assoc-voc, Never-married, United-States, Private, Other-service, <=50K
47, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Other-service, <=50K
22, Female, White, Assoc-voc, Never-married, United-States, Private, Adm-clerical, <=50K
50, Male, White, HS-grad, Married-civ-spouse, United-States, State-gov, Prof-specialty, >50K
47, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
24, Male, Asian-Pac-Islander, 11th, Never-married, United-States, Local-gov, Other-service, <=50K
40, Female, White, Bachelors, Divorced, United-States, Private, Exec-managerial, >50K
36, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
32, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
44, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
59, Female, Black, Some-college, Never-married, United-States, Federal-gov, Exec-managerial, <=50K
65, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
24, Female, White, Bachelors, Never-married, United-States, State-gov, Adm-clerical, <=50K
27, Male, White, Bachelors, Never-married, United-States, Local-gov, Prof-specialty, <=50K
51, Male, White, Assoc-voc, Divorced, United-States, Private, Other-service, <=50K
48, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, >50K
39, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
28, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Tech-support, <=50K
19, Female, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
49, Female, Black, Bachelors, Divorced, United-States, Local-gov, Prof-specialty, <=50K
51, Male, White, Assoc-acdm, Married-civ-spouse, United-States, Local-gov, Prof-specialty, <=50K
59, Male, White, Masters, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
18, Female, White, HS-grad, Never-married, Dominican-Republic, Private, Machine-op-inspct, <=50K
45, Male, Black, HS-grad, Married-civ-spouse, United-States, Federal-gov, Adm-clerical, >50K
30, Male, White, Bachelors, Married-civ-spouse, United-States, Local-gov, Prof-specialty, >50K
37, Male, White, Bachelors, Divorced, United-States, Private, Craft-repair, <=50K
44, Male, White, Bachelors, Never-married, United-States, Private, Other-service, >50K
33, Male, Black, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
61, Male, White, Masters, Married-civ-spouse, United-States, Self-emp-inc, Sales, >50K
61, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Protective-serv, <=50K
38, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, >50K
36, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
44, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-inc, Sales, >50K
37, Male, White, Some-college, Separated, United-States, Private, Adm-clerical, <=50K
31, Female, White, Some-college, Divorced, United-States, Private, Craft-repair, <=50K
54, Male, White, Doctorate, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
20, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
48, Male, Amer-Indian-Eskimo, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, >50K
31, Male, White, Bachelors, Divorced, United-States, Private, Exec-managerial, <=50K
38, Male, White, Prof-school, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
45, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, >50K
48, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
53, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
55, Female, White, HS-grad, Widowed, United-States, Private, Adm-clerical, <=50K
29, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
36, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
42, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
50, Female, White, HS-grad, Divorced, England, Private, Adm-clerical, <=50K
75, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-not-inc, Prof-specialty, <=50K
46, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
52, Female, White, HS-grad, Divorced, United-States, Federal-gov, Adm-clerical, <=50K
27, Female, White, Bachelors, Never-married, United-States, Private, Adm-clerical, <=50K
43, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
31, Female, Black, 11th, Separated, United-States, Private, Other-service, <=50K
23, Female, White, Some-college, Never-married, United-States, Private, Sales, <=50K
34, Female, White, HS-grad, Never-married, United-States, Private, Sales, <=50K
41, Female, White, HS-grad, Married-civ-spouse, Cuba, Self-emp-not-inc, Sales, <=50K
31, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
42, Female, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
35, Male, White, Masters, Never-married, United-States, Private, Prof-specialty, >50K
55, Female, White, HS-grad, Separated, United-States, Private, Adm-clerical, <=50K
36, Female, White, HS-grad, Widowed, United-States, State-gov, Exec-managerial, <=50K
65, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Exec-managerial, >50K
38, Male, White, Some-college, Never-married, United-States, Local-gov, Other-service, <=50K
62, Female, White, Some-college, Widowed, United-States, Private, Other-service, <=50K
54, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-inc, Prof-specialty, >50K
49, Male, White, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
34, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
32, Female, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
51, Male, White, Masters, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, >50K
48, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Exec-managerial, <=50K
52, Female, White, HS-grad, Divorced, United-States, Federal-gov, Adm-clerical, <=50K
28, Male, White, Some-college, Never-married, United-States, Self-emp-not-inc, Transport-moving, <=50K
29, Male, Asian-Pac-Islander, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
38, Female, White, Bachelors, Never-married, United-States, Private, Adm-clerical, <=50K
57, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, >50K
43, Male, White, Bachelors, Married-civ-spouse, United-States, Federal-gov, Prof-specialty, >50K
37, Male, White, Some-college, Separated, United-States, State-gov, Adm-clerical, <=50K
30, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
53, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, >50K
73, Female, White, HS-grad, Widowed, United-States, Private, Other-service, <=50K
22, Male, White, Some-college, Never-married, United-States, Self-emp-inc, Craft-repair, <=50K
31, Female, White, HS-grad, Never-married, United-States, Private, Sales, <=50K
38, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
50, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, <=50K
37, Male, White, Some-college, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
44, Male, White, Bachelors, Divorced, United-States, Local-gov, Protective-serv, <=50K
47, Female, Black, Bachelors, Never-married, United-States, Private, Exec-managerial, <=50K
27, Male, White, Some-college, Married-civ-spouse, United-States, Private, Other-service, <=50K
28, Female, White, Assoc-acdm, Never-married, United-States, Private, Other-service, <=50K
25, Female, Black, HS-grad, Never-married, United-States, Private, Tech-support, <=50K
20, Female, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
51, Male, White, Bachelors, Married-civ-spouse, United-States, Local-gov, Adm-clerical, >50K
46, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, >50K
67, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Protective-serv, >50K
47, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
42, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, <=50K
52, Male, White, HS-grad, Never-married, United-States, Private, Sales, <=50K
42, Female, Asian-Pac-Islander, Assoc-acdm, Divorced, Philippines, Federal-gov, Prof-specialty, >50K
21, Male, Black, Some-college, Never-married, United-States, Private, Farming-fishing, <=50K
50, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, >50K
46, Male, White, Some-college, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
47, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, >50K
57, Male, White, 10th, Married-civ-spouse, United-States, Private, Other-service, <=50K
37, Male, White, Bachelors, Never-married, United-States, Private, Exec-managerial, <=50K
50, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
63, Female, White, 1st-4th, Widowed, El-Salvador, Self-emp-not-inc, Other-service, <=50K
39, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
46, Male, Black, Masters, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
36, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Handlers-cleaners, <=50K
26, Male, White, 5th-6th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
21, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
41, Male, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Tech-support, <=50K
44, Male, Black, Some-college, Never-married, United-States, Local-gov, Other-service, <=50K
22, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
29, Male, Black, Some-college, Never-married, United-States, Federal-gov, Armed-Forces, <=50K
29, Female, Black, HS-grad, Never-married, Japan, Private, Other-service, <=50K
58, Female, White, Some-college, Married-civ-spouse, United-States, Self-emp-inc, Transport-moving, >50K
36, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-not-inc, Prof-specialty, <=50K
30, Male, White, Assoc-voc, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
37, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Machine-op-inspct, >50K
